"scope","lang","const","translation","pages"
"global","hu","str_you_have_new_message","új üzenetet kapott","profile.php"
"global","ro","str_you_have_new_message","ai un mesaj nou","profile.php"
"global","en","str_personal_messages","personal messages","profile.php"
"global","hu","str_personal_messages","személyes üzenetek","profile.php"
"global","ro","str_personal_messages","mesaje personale","profile.php"
"global","en","str_serverinfo","server info","interface.php"
"global","hu","str_serverinfo","szerver infó","interface.php"
"global","ro","str_serverinfo","server info","interface.php"
"global","en","str_group_privileges","administrative access","interface.php"
"global","hu","str_group_privileges","adminisztratív hozzáférések","interface.php"
"global","ro","str_group_privileges","acces administrativ","interface.php"
"global","en","str_hide_skips","hide skipped rows","upload_show-table-form.php"
"global","hu","str_hide_skips","kihagyott sorok elrejtése","upload_show-table-form.php"
"global","ro","str_hide_skips","ascunde rândurile sărite","upload_show-table-form.php"
"global","en","str_edit_record","edit record","data-sheet-page.php"
"global","hu","str_edit_record","adat szerkesztése","data-sheet-page.php"
"global","ro","str_edit_record","edita înregistrare","data-sheet-page.php"
"global","en","str_utmzone","UTM Zone","project_admin.php"
"global","hu","str_utmzone","UTM Zóna","project_admin.php"
"global","ro","str_utmzone","UTM Zone","project_admin.php"
"global","en","str_data_already_uploded","Data already uploaded","upload_funcs.php"
"global","hu","str_data_already_uploded","Ez adat már fel lett töltve egyszer","upload_funcs.php"
"global","ro","str_data_already_uploded","Datele încărcate deja","upload_funcs.php"
"global","en","str_insert_error","Insert error in uploadings. Please refer to an administrator","upload_funcs.php"
"global","hu","str_insert_error","Betöltési hiba. Jelezze a projektgazdának","upload_funcs.php"
"global","ro","str_insert_error","Inserați eroare la încărcare. Vă rugăm să consultați un administrator.","upload_funcs.php"
"global","en","str_sql_error","SQL error",""
"global","hu","str_sql_error","SQL hiba",""
"global","ro","str_sql_error","Eroare SQL",""
"global","en","str_access_denied","Access denied",""
"global","hu","str_access_denied","Hozzáfárás visszautasítva",""
"global","ro","str_access_denied","Acces interzis",""
"global","en","str_data_access","Data access","project_admin.php"
"global","hu","str_data_access","Adat hozzáfárás","project_admin.php"
"global","ro","str_data_access","Acces la date","project_admin.php"
